[meta] uuid,[meta] weight,[dem] country_code,[dem] age,[dem] gender,[dem] education_level,[dem] degree_of_urbanisation,[dem] residency,[dem] household_size,[dem] immigration,[dem] origin,[dem] settlement_size,[dem] hometown,[dem] ethnicity,[dem] religion,[dem] employment_status,[dem] employment_status_in_education,[dem] work_type_routine,[dem] work_type_manual,[dem] lgbtq,[dem] income_net_monthly,[dem] disposable_income,[dem] household_finances_past12months,[dem] financial_security,[dem] change_household_finances_next12months,[dem] job_security,[dem] status_national_economy,[dem] change_economy_country_past12months,[dem] economy_country_next12months,[aud] social_networks_regularly_used,[aud] social_media_activity_rank,[aud] online_sharing_frequency,[aud] sharing_network_size,[aud] member_organization,[aud] organization_activities_timeperweek,[aud] media_tv_hours,[aud] media_radio_hours,[aud] media_print_hours,[question] opinion_government,[question] political_view,[question] likelihood_to_demonstrate,[question] vote_for_in_us_election,[question] frequency_of_voting,[question] vote_next_national_election,[question] important_issues_when_voting,[question] ranking_importance_of_issues_when_voting,[question] preferred_type_of_political_leader,[question] frequent_sharing_of_politicalviews,[question] independence_or_respect,[question] obedience_or_selfreliance,[question] consideration_or_good_behaviour,[question] curiosity_or_good_manners,[question] democracy_own_country_satisfaction,[question] next_generation_opportunities,[question] currentplace_change_past5years,[question] hometown_change_past5years,[question] country_direction_past5years,[question] financial_situation_change_past5years,[question] international_trade_gain_or_loss,[question] country_comes_first,[question] improving_life_by_hardwork,[question] conspiracy,[question] government_controlled_by_elite,[question] trust_in_own_judgment,[question] perceived_effect_of_diversity,[question] gender_discrimination_importance,[question] family_friends_highereducation,[question] worldview
cb384010-9e35-0134-a81d-0aaafcbd6b1f,1.011333523,US,19,2,3,1,1,5,4,,4,1,2 | 1,8,4,,1,1,2,13,6,4,3,2,5,6,6,6,3 | 13 | 1 | 4,4 | 3 | 1 | 2 | 5,3,1,5,,8,2,1,4,5,4,4,5,4,7 | 6 | 12 | 11,7 | 12 | 6 | 11,2 | 5 | 3 | 1 | 4 | 6,5,3,3,2,2,3,3,4,3,2,5,2,3,2,2,3,3,2,1,5,2
1d141ac0-9e36-0134-aa56-0aaafcbd6b1f,0.3992995641,US,17,2,3,2,1,3,4,,4,1,1,7,2,,2,2,2,11,3,1,2,2,2,3,3,6,13 | 1 | 5,4 | 2 | 5 | 3 | 1,3,1,3,2,5,4,2,3,4,3,1,3,1,5,5,3 | 4 | 1 | 2 | 6 | 5,3,2,2,1,1,2,4,4,4,3,2,3,2,1,3,2,2,2,2,5,1
51123460-9e36-0134-ab85-0aaafcbd6b1f,1.188923887,US,34,2,3,1,1,4,4,,3,2,1,8,4,,2,2,2,4,3,4,2,2,5,2,4,2,1 | 5 | 6 | 13,3 | 1 | 4 | 2 | 5,2,1,5,,8,3,1,4,4,5,1,5,2,3 | 4 | 6 | 7 | 12,12 | 3 | 4 | 7 | 6,4 | 3 | 1 | 2 | 6 | 5,5,2,1,2,1,2,2,3,,2,4,3,2,1,2,1,3,2,2,2,1
54918f70-9e36-0134-ab99-0aaafcbd6b1f,1.011333523,US,21,2,4,1,1,4,4,,6,1,1,7,6,1,1,2,2,4,1,5,4,2,2,5,4,5,6 | 2 | 4 | 1 | 3,4 | 2 | 5 | 3 | 1,3,2,3,2,4,3,1,5,5,2,4,6,3,12,12,3 | 5 | 6 | 4 | 2 | 1,3,2,1,1,1,3,4,5,5,3,4,2,3,2,2,1,2,2,2,2,2
1f4ddad0-9e37-0134-273a-0aaafcbd6b1f,1.188923887,US,33,2,4,1,1,2,4,,3,2,3,8,1,,2,3,2,12,4,1,1,1,1,3,1,5,1 | 3 | 2 | 13,3 | 4 | 2 | 1 | 5,1,5,5,,8,3,1,5,4,5,2,1,1,6 | 8 | 10 | 11 | 2,11 | 10 | 6 | 2 | 8,4 | 2 | 5 | 3 | 6 | 1,3,2,2,1,1,4,5,2,,4,1,3,1,1,1,1,1,1,1,2,2
3bddc0e0-9e3a-0134-1fc1-0aaafcbd6b1f,1.440681182,US,60,2,4,1,1,2,3,2 | 1,5,2,1,8,1,,2,2,2,6,3,3,2,3,1,2,2,6,5 | 1 | 3,2 | 3 | 4 | 1 | 5,1,1,4 | 2,2,4,4,2,2,2,2,2,1,1,14 | 11 | 7 | 6 | 1,1 | 6 | 11 | 14 | 7,2 | 5 | 4 | 3 | 1 | 6,1,1,2,1,1,2,4,3,,4,2,1,3,2,5,2,5,1,1,2,2
3fe0f070-9e3b-0134-515b-0a62e1402143,0.5688166714,US,61,2,3,2,1,2,5,,3,2,1,4,5,,1,3,2,12,3,3,2,2,5,3,2,1,1,4 | 1 | 2 | 3 | 5,5,1,3,1,6,3,2,3,4,3,2,1,1,3 | 12 | 4 | 2 | 10,3 | 4 | 12 | 10 | 2,6 | 3 | 4 | 2 | 5 | 1,3,3,3,3,3,3,4,4,,3,4,2,1,2,2,2,3,2,1,4,2
a66f2370-9e3b-0134-c19f-0aaafcbd6b1f,1.420667912,US,44,1,4,1,1,3,5,,3,1,1,8,1,,2,2,2,4,2,4,4,2,1,2,2,2,13 | 1 | 7,2 | 4 | 1 | 3 | 5,1,2,5,,4,8,4,2,2,4,2,1,1,3 | 6 | 7 | 8 | 12,3 | 6 | 7 | 8 | 12,1 | 5 | 2 | 3 | 4 | 6,1,1,2,1,2,1,1,2,3,3,2,2,1,1,4,1,1,1,1,4,2
cde1ad20-9e3b-0134-5417-0a62e1402143,0.5688166714,US,44,2,4,2,1,5,4,,3,2,5,1,1,,4,3,2,7,3,4,2,3,2,3,2,4,16,,,,2 | 3 | 4,3,3,6,2,1,2,4,2,2,1,6 | 1 | 13 | 14 | 11,6 | 11 | 14 | 13 | 1,5 | 2 | 6 | 4 | 1 | 3,2,2,2,1,1,1,4,4,,4,2,2,2,2,4,2,3,1,1,3,2
58a568f0-9e3e-0134-60ab-0a62e1402143,1.224826827,US,36,1,3,1,1,3,4,,5,2,1,8,1,,1,1,2,7,6,1,1,6,1,2,3,2,1,4 | 1 | 2 | 3 | 5,5,1,5,,1,1,1,4,4,4,3,1,1,2 | 4 | 7 | 8 | 12,8 | 12 | 7 | 4 | 2,3 | 4 | 5 | 6 | 2 | 1,3,2,1,2,2,2,4,6,,1,1,1,1,1,1,1,3,2,2,2,2
66508d00-9e3e-0134-60fc-0a62e1402143,1.224826827,US,27,1,4,1,1,2,4,,4,2,1,1,1,,3,3,2,9,2,3,2,2,1,3,2,2,1 | 8,4 | 1 | 3 | 2 | 5,2,2,2 | 3,3,3,3,2,5,5,4,3,1,1,3 | 10 | 13 | 12 | 4,3 | 10 | 4 | 12 | 13,3 | 2 | 1 | 5 | 4 | 6,1,2,2,2,1,2,4,5,,1,1,1,2,1,2,1,1,1,2,2,2
22cce5e0-9e3f-0134-3213-0a62e1402143,1.420667912,US,46,1,4,1,1,2,5,,4,2,1,7,2,,2,2,2,6,3,4,3,4,2,3,3,2,11 | 1,4 | 3 | 5 | 2 | 1,2,3,4,3,7,4,3,3,5,4,1,1,1,3 | 4 | 8 | 11 | 13,4 | 3 | 8 | 13 | 11,4 | 6 | 5 | 3 | 1 | 2,2,2,1,2,2,2,2,2,,2,4,4,1,2,2,3,3,2,2,3,1
ee1f02f0-9e40-0134-f13a-0a62e1402143,1.224826827,US,38,1,4,1,1,5,4,,6,1,1,2,1,,2,2,2,13,3,2,2,2,1,3,4,2,3,3 | 1 | 4 | 2 | 5,3,1,3,2,6,1,2,2,3,4,4,4,3,4 | 6 | 7 | 12,6 | 7 | 4 | 12,3 | 4 | 2 | 6 | 5 | 1,4,2,1,1,1,2,2,3,2,3,2,2,2,1,3,2,3,2,1,3,1
8237eff0-9e44-0134-3776-0aaafcbd6b1f,1.188923887,US,30,2,3,1,1,3,5,,4,1,1,8,1,,1,1,2,3,1,3,1,2,1,3,4,2,1,4 | 2 | 1 | 3 | 5,1,1,5,,6,4,1,3,4,4,4,5,4,4 | 6 | 7 | 12 | 1,6 | 4 | 7 | 12 | 1,4 | 6 | 3 | 2 | 5 | 1,5,2,2,1,2,2,4,3,3,2,2,2,1,1,3,2,1,3,2,6,1
3fed3180-9e45-0134-c823-0aaafcbd6b1f,1.440681182,US,42,2,3,1,1,3,4,,3,2,1,7,2,,1,1,2,4,1,3,4,3,1,4,3,2,1 | 13 | 4 | 3 | 5 | 6,3 | 1 | 4 | 2 | 5,1,2,5,,6,3,2,4,4,4,1,4,1,3 | 4 | 7 | 12 | 13,12 | 7 | 4 | 3 | 13,3 | 1 | 6 | 4 | 5 | 2,3,2,1,2,2,3,2,3,,2,4,2,1,1,3,1,2,4,2,3,2
ba5b4b50-9e45-0134-14c2-0a62e1402143,1.420667912,US,46,1,3,1,1,2,4,,6,2,1,8,1,,2,1,1,5,3,2,2,2,1,2,2,5,1,3 | 2 | 1 | 4 | 5,1,2,5,,5,2,2,5,1,2,3,2,1,1 | 13 | 12 | 14 | 15,1 | 13 | 12 | 14,4 | 2 | 3 | 5 | 6 | 1,2,2,2,1,1,3,4,2,,3,2,2,4,2,2,1,4,2,2,2,2
63971e50-9e46-0134-cd94-0aaafcbd6b1f,0.5688166714,US,44,2,4,2,1,4,4,,3,2,1 | 2 | 5,7,9,,2,4,2,6,3,4,4,1,3,5,4,1,2 | 3 | 13 | 1,3 | 4 | 1 | 2 | 5,2,2,3 | 2,2,8,4,1,4,5,4,1,1,1,3 | 4 | 12 | 14 | 10,4 | 12 | 10 | 14 | 3,4 | 6 | 1 | 3 | 5 | 2,1,2,2,1,2,2,1,2,,2,4,1,1,1,2,1,1,1,3,1,1
8dcffb30-9e46-0134-18e8-0a62e1402143,0.4694166456,US,30,2,3,2,1,4,1,1,3,2,1,7,1,,2,3,2,13,2,2,1,1,1,6,6,6,3,2 | 4 | 3 | 1 | 5,5,2,5,,4,4,2,3,4,5,4,5,3,16,,3 | 5 | 6 | 1 | 4 | 2,4,2,2,1,3,2,3,6,,3,2,3,3,1,3,3,3,1,2,3,2
9e2e2650-9e47-0134-1d40-0a62e1402143,0.3992995641,US,24,2,4,2,1,4,4,,3,2,1,8,1,,2,1,2,8,4,1,2,1,2,3,3,4,6 | 1 | 12,4 | 1 | 2 | 3 | 5,5,1,5,,4,8,2,3,4,4,3,2,2,1 | 6 | 7 | 13 | 14,1 | 6 | 7 | 14 | 13,3 | 2 | 5 | 4 | 6 | 1,4,1,2,1,1,3,4,2,,3,1,2,2,2,4,1,3,3,1,4,2
a5cb1a60-9e47-0134-1d5c-0a62e1402143,1.440681182,US,53,2,3,1,1,1,4,,4,2,1,8,1,,1,1,2,1,1,4,3,4,2,3,2,6,16,,,,5,,8,3,1,4,3,4,4,5,4,2 | 8 | 12 | 5 | 15,12 | 8 | 2 | 5,2 | 5 | 3 | 6 | 4 | 1,5,3,2,1,2,3,3,6,,2,5,2,3,4,2,4,2,3,3,5,2
bd6b3230-9e47-0134-dc1b-0aaafcbd6b1f,1.224826827,US,27,1,3,1,1,2,4,,6,2,4,8,3,,4,3,2,8,2,3,4,2,1,4,5,4,4,2 | 4 | 1 | 3 | 5,4,5,3 | 4 | 1,5,2,4,4,5,3,1,4,4,3,15,,3 | 1 | 2 | 4 | 6 | 5,4,1,1,2,1,2,1,3,,4,2,1,3,1,1,4,1,4,2,5,2
f1cb9bf0-9e47-0134-dd34-0aaafcbd6b1f,0.483592017,US,34,1,3,2,1,2,4,,3,2,1,8,1,,1,3,2,7,3,3,2,3,2,3,3,3,1 | 3 | 13 | 14,2 | 1 | 3 | 4 | 5,1,1,5,,4,2,1,3,4,4,3,2,2,3,3,5 | 2 | 6 | 4 | 1 | 3,3,1,2,1,1,2,3,3,,3,3,3,3,3,2,2,3,4,3,3,1
e2b1be00-9e48-0134-e1ed-0aaafcbd6b1f,0.5688166714,US,43,2,3,2,1,3,4,,5,2,1,7,4,,1,1,2,6,2,1,1,2,1,4,4,3,5 | 13 | 6 | 2 | 3 | 1,2 | 3 | 4 | 5 | 1,1,2,5,,3,3,3,4,3,4,4,4,3,4 | 5 | 6 | 7 | 12,7 | 12 | 6 | 4 | 5,5 | 2 | 4 | 3 | 6 | 1,5,1,1,1,2,3,4,6,,1,1,2,1,1,2,2,2,1,1,3,2
053c1a30-9e49-0134-e2a5-0aaafcbd6b1f,1.011333523,US,20,2,2,1,1,4,5,,5,1,1,7,2,,2,3,2,8,2,6,3,1,1,1,2,2,1,5 | 4 | 3 | 1 | 2,1,5,4,3,3,1,4,1,1,1,1,3,2,3,3,2 | 1 | 6 | 4 | 3 | 5,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2
2fac8270-9e49-0134-e35f-0aaafcbd6b1f,1.011333523,US,18,2,3,1,1,5,2,5 | 6,4,1,2,7,1,,1,2,2,11,3,1,2,2,1,4,2,5,3 | 4 | 1 | 2 | 5,3 | 2 | 1 | 4 | 5,3,5,5,,3,2,1,3,4,3,4,6,1,4 | 5 | 6 | 7 | 8,4 | 5 | 7 | 8 | 6,2 | 3 | 5 | 4 | 6 | 1,3,2,1,2,2,3,1,3,3,5,2,3,4,1,1,2,1,3,1,3,1
21c32040-9e4a-0134-4844-0a62e1402143,1.420667912,US,41,1,4,1,1,4,1,10,5,1,6,7,1,,2,3,1,8,1,2,2,2,2,2,2,2,13 | 7 | 9 | 1,2 | 5 | 1 | 4 | 3,1,2,5,,4,2,2,2,2,1,1,1,1,4 | 5 | 7 | 12 | 14,7 | 4 | 5 | 14 | 12,2 | 4 | 3 | 1 | 6 | 5,1,2,2,2,2,1,1,1,2,4,3,2,1,1,3,3,2,3,2,2,2
3a055da0-9e4a-0134-508f-0aaafcbd6b1f,0.483592017,US,32,1,4,2,2,3,1,4,5,2,3,4,9,,2,2,2,3,2,2,3,2,3,2,1,2,1 | 9,2 | 5 | 1 | 3 | 4,2,2,3 | 1,2,7,8,2,3,2,1,2,2,1,4 | 7 | 8 | 11 | 12,7 | 11 | 12 | 4 | 8,3 | 6 | 5 | 2 | 4 | 1,2,2,1,2,2,3,1,3,,4,2,1,1,2,2,1,2,1,2,2,2
532d72c0-9e4a-0134-4954-0a62e1402143,1.440681182,US,43,2,3,1,1,5,4,,6,1,1,1,10,,1,2,2,7,3,3,3,2,2,5,5,2,3 | 1 | 5 | 2 | 13,4 | 1 | 3 | 2 | 5,3,4,3 | 4,3,7,4,1,4,4,4,1,1,1,5 | 12 | 3 | 4 | 6,5 | 12 | 6 | 4 | 3,5 | 3 | 1 | 4 | 6 | 2,4,1,2,1,3,4,4,4,2,3,5,2,1,2,5,1,2,1,2,2,1
8089f820-9e4c-0134-599e-0aaafcbd6b1f,1.224826827,US,32,1,3,1,1,2,4,,4,2,7,7,1,,1,2,3,5,1,3,3,3,2,4,3,3,1 | 3 | 2 | 8 | 13,4 | 5 | 3 | 2 | 1,1,2,2,2,6,3,1,5,6,4,1,1,1,15 | 8 | 5 | 4 | 12,5 | 8 | 4 | 12,1 | 5 | 3 | 6 | 4 | 2,1,2,1,1,3,2,4,4,,1,4,4,1,2,1,1,1,2,4,2,1
d415cd60-9e4c-0134-213e-0a62e1402143,1.224826827,US,26,1,4,1,1,5,4,,4,1,1,4,2,,1,2,2,13,3,2,1,2,1,2,2,2,13 | 3 | 4 | 8,4 | 5 | 1 | 3 | 2,5,2,2 | 3 | 4 | 1,4,6,3,1,3,6,4,1,1,1,3 | 1 | 2,1 | 3 | 2,4 | 3 | 5 | 1 | 6 | 2,5,1,2,1,2,2,4,2,2,3,2,2,3,1,4,2,3,3,1,1,2
f5543f40-9e4c-0134-21ee-0a62e1402143,1.420667912,US,59,1,4,1,4,,4,,6,2,6,1,9,,2,2,2,7,3,2,3,1,3,3,2,4,9 | 11 | 13,4 | 2 | 3 | 5 | 1,5,2,3 | 1,2,5,4,2,2,4,3,4,3,2,6 | 7 | 11 | 10,11 | 6 | 10 | 7,6 | 3 | 4 | 2 | 5 | 1,2,2,2,2,2,2,4,2,,3,2,4,2,1,4,2,2,2,2,2,2
42190e30-9e4d-0134-2351-0a62e1402143,1.011333523,US,25,2,3,1,1,5,4,,6,1,1,8,1,,1,1,2,3,1,5,4,1,3,4,4,3,1 | 5 | 4 | 13,4 | 2 | 1 | 5 | 3,2,1,5,,2,4,1,4,4,4,4,5,3,3 | 4 | 6 | 7 | 12,7 | 12 | 6 | 3 | 4,3 | 4 | 6 | 2 | 5 | 1,5,2,1,1,2,3,2,3,3,2,4,2,2,1,1,1,1,1,1,5,2
cf655500-9e4d-0134-6016-0aaafcbd6b1f,1.224826827,US,27,1,3,1,1,1,2,5,6,2,2,1,1,,2,2,2,12,3,3,1,2,1,2,3,4,3 | 1 | 13,4 | 2 | 1 | 3 | 5,4,2,3 | 1,2,3,1,1,2,3,3,4,5,3,6 | 7 | 8 | 11 | 12,6 | 11 | 12 | 8 | 7,6 | 5 | 3 | 4 | 2 | 1,4,2,2,1,2,2,2,3,,4,2,1,2,2,2,2,2,1,2,2,2
4cbe5420-9e4e-0134-7254-0a62e1402143,1.440681182,US,45,2,3,1,1,2,5,,6,2,1,4,7,,2,1,1,11,2,2,2,2,5,3,6,2,13 | 6 | 1,5 | 3 | 2 | 4 | 1,2,1,5,,8,2,2,4,3,4,4,4,1,3 | 7 | 10 | 11 | 12,7 | 3 | 11 | 12 | 10,2 | 5 | 4 | 3 | 6 | 1,4,1,2,1,1,2,2,2,,3,2,1,3,1,5,2,4,3,1,5,2
6a718270-9e4e-0134-4655-0aaafcbd6b1f,1.188923887,US,27,2,4,1,1,1,4,,5,2,1,4,1,,2,2,2,4,2,1,2,2,1,2,2,2,4 | 1 | 3 | 13,4 | 3 | 1 | 2 | 5,4,3,5,,3,4,2,2,5,4,1,1,1,6,6,2 | 4 | 5 | 3 | 1 | 6,3,2,1,1,1,2,2,1,,4,1,1,2,1,5,4,4,1,3,3,2
bcfc53f0-9e4e-0134-47b5-0aaafcbd6b1f,1.440681182,US,49,2,4,1,1,4,4,,5,2,1,4,1,,4,4,2,12,3,3,2,3,1,3,2,1,7 | 13 | 1,2 | 1 | 4 | 3 | 5,1,2,2 | 4,3,2,2,1,4,5,4,1,1,1,3 | 4 | 6 | 10 | 12,3 | 6 | 12 | 4 | 10,5 | 3 | 2 | 1 | 6 | 4,2,2,2,1,2,2,4,2,,1,3,1,2,2,5,2,3,2,2,1,2
e8a03c50-9e4e-0134-485e-0aaafcbd6b1f,0.3992995641,US,20,2,2,2,1,5,4,,1,2,1,1,6,3,5,5,2,7,2,2,1,2,1,2,6,6,6 | 1 | 3 | 4 | 13,4 | 1 | 2 | 3 | 5,1,1,4 | 3,2,4,3,2,2,4,4,1,2,1,3 | 4 | 6 | 7 | 12,3 | 12 | 4 | 7 | 6,5 | 2 | 6 | 3 | 1 | 4,2,2,2,1,2,1,2,1,,4,1,2,1,1,4,5,4,4,4,3,1
41fc1120-9e4f-0134-6815-0a62e1402143,0.483592017,US,28,1,3,2,1,4,4,,3,2,1,8,1,,2,1,2,5,3,1,2,3,2,3,2,5,8 | 2 | 1 | 13,3 | 2 | 5 | 4 | 1,1,3,4 | 1,4,3,4,3,3,5,2,1,2,1,1 | 4 | 8 | 10 | 12,1 | 8 | 10 | 12 | 4,3 | 4 | 6 | 1 | 5 | 2,2,1,2,2,2,2,3,1,,2,1,1,3,2,2,3,2,3,2,2,1
1021eee0-9e50-0134-6c70-0a62e1402143,0.5688166714,US,60,2,4,2,1,2,4,,1,2,1,4,3,,1,1,2,12,4,4,4,4,5,5,5,3,1 | 2 | 7 | 13,4 | 1 | 2 | 3 | 5,3,1,2,1,6,3,2,4,5,4,1,1,1,3 | 5 | 10 | 13 | 14,3 | 5 | 10 | 14 | 13,1 | 3 | 5 | 6 | 2 | 4,1,2,1,1,2,2,2,4,,1,4,5,4,4,2,4,2,4,3,3,2
465441c0-9e50-0134-ba64-0a62e1402143,1.440681182,US,46,2,4,1,1,1,4,,6,2,1,1,1,,2,3,2,6,1,4,3,2,4,3,5,1,5 | 1 | 7,4 | 1 | 5 | 2 | 3,3,2,4,2,6,7,1,5,2,4,1,1,1,4 | 5 | 7 | 14 | 9,5 | 4 | 9 | 7 | 14,3 | 5 | 6 | 4 | 1 | 2,2,1,1,1,2,3,3,3,,1,3,2,2,2,4,1,2,3,2,2,1
bab65870-9e50-0134-bbc2-0a62e1402143,1.440681182,US,51,2,3,1,1,1,2,5,4,2,1 | 5,4,7,,5,5,2,3,2,3,2,2,5,2,3,2,1 | 6 | 5 | 13,4 | 1 | 2 | 5 | 3,3,1,2,1,8,2,3,2,6,3,2,2,1,1 | 6 | 10 | 11 | 13,1 | 10 | 6 | 11 | 13,3 | 2 | 4 | 5 | 6 | 1,2,1,2,1,1,2,1,1,,3,2,5,1,1,4,1,1,3,1,5,2
ac841730-9e51-0134-5431-0aaafcbd6b1f,0.5609149359,US,44,1,3,2,1,2,2,7,3,2,7,8,2,,1,1,2,1,1,3,2,3,1,6,6,6,1 | 13 | 9,2 | 5 | 4 | 1 | 3,3,1,5,,6,5,2,3,4,4,4,5,4,16,,2 | 4 | 3 | 5 | 1 | 6,1,2,1,2,1,2,3,6,,3,3,3,1,1,5,5,3,3,1,5,2
46782db0-9e52-0134-569b-0aaafcbd6b1f,0.5609149359,US,40,1,4,2,1,4,4,,1,2,1,1,1,,1,2,2,9,4,2,1,2,1,1,2,2,1,1 | 4 | 5 | 2 | 3,2,1,3,4,5,5,3,2,4,4,2,1,1,1 | 3 | 6 | 7 | 8,7 | 3 | 8 | 1 | 6,2 | 3 | 5 | 4 | 1 | 6,3,2,1,2,2,2,2,2,,4,1,4,1,1,5,3,3,2,1,2,1
bc549e30-9e52-0134-58ac-0aaafcbd6b1f,1.440681182,US,48,2,3,1,1,1,4,,4,1,1,7,4,,1,1,2,1,2,5,4,6,5,5,6,6,1 | 5,2 | 1 | 4 | 3 | 5,2,1,3,1,7,2,1,5,3,4,4,6,4,12 | 8 | 6 | 4 | 3,4 | 6 | 12 | 8 | 3,3 | 4 | 1 | 6 | 2 | 5,5,2,2,1,2,3,2,3,5,1,5,1,1,2,3,1,4,2,2,4,1
4645b690-9e54-0134-9fdd-0a62e1402143,0.5688166714,US,46,2,3,2,1,3,4,,3,2,1,4,1,,1,4,2,8,4,3,2,3,2,3,3,1,1,4 | 1 | 2 | 5 | 3,5,1,3,1,3,1,1,3,6,4,1,1,1,4 | 3 | 5 | 10 | 14,3 | 5 | 4 | 14 | 10,3 | 1 | 5 | 4 | 2 | 6,2,2,2,1,2,2,4,3,,1,3,5,1,1,5,1,3,3,4,2,1
6dd9dac0-9e54-0134-79f7-0a62e1402143,1.011333523,US,20,2,2,1,1,5,4,,5,1,3,7,3,,1,1,2,10,2,4,4,1,4,6,2,6,4 | 13 | 1,3 | 2 | 4 | 1 | 5,1,4,5,,5,2,1,3,4,4,4,5,2,4 | 3 | 11 | 12 | 13,12 | 11 | 4 | 3 | 13,3 | 2 | 1 | 4 | 6 | 5,5,2,1,2,2,4,5,6,6,3,5,3,5,1,1,1,2,2,2,5,2
be282f80-9e54-0134-ec80-0a62e1402143,1.224826827,US,27,1,5,1,1,5,1,13,4,1,2,7,1,,2,2,2,5,3,2,2,2,2,3,4,3,13 | 6,4 | 2 | 1 | 3 | 5,6,,4,2,2,1,1,3,4,4,4,5,4,15,,6 | 2 | 1 | 3 | 5 | 4,5,1,2,2,1,2,4,3,2,4,2,2,3,2,3,2,4,3,3,3,1
47f9f0c0-9e55-0134-63e3-0aaafcbd6b1f,1.011333523,US,22,2,3,1,1,3,4,,5,2,1,8,4,,1,2,2,5,5,5,3,2,5,3,3,2,13 | 4 | 1 | 3,4 | 1 | 2 | 3 | 5,1,2,5,,8,1,1,3,4,5,4,5,2,6 | 7 | 8 | 9 | 12,12 | 7 | 6 | 8 | 9,4 | 3 | 1 | 6 | 5 | 2,5,2,1,1,2,2,3,4,,3,4,3,3,3,3,3,3,3,2,3,2
9fc9db70-9e55-0134-65d2-0aaafcbd6b1f,0.5688166714,US,56,2,4,2,1,4,4,,3,2,1,4,1,,2,1,2,6,3,3,4,3,3,3,3,2,1 | 6,4 | 2 | 3 | 1 | 5,1,1,5,,7,4,2,3,4,4,1,1,1,2 | 3 | 4 | 5 | 7,7 | 5 | 4 | 3 | 2,2 | 5 | 3 | 4 | 6 | 1,5,2,2,1,2,3,2,2,,3,2,3,1,1,2,2,3,3,3,3,2
bff4dcd0-9e55-0134-668c-0aaafcbd6b1f,0.3992995641,US,18,2,2,2,1,3,4,,3,1,3,1,3,,5,5,2,1,4,5,4,6,5,4,5,2,13 | 1 | 2 | 4 | 5 | 3,4 | 5 | 2 | 1 | 3,2,3,2 | 3 | 4,4,5,2,1,3,4,3,2,6,1,6 | 11 | 12 | 4 | 3,11 | 6 | 4 | 12 | 3,3 | 4 | 6 | 2 | 5 | 1,2,2,1,1,2,3,4,4,4,2,5,5,1,1,2,2,3,3,1,2,2
fe1e7750-9e55-0134-67aa-0aaafcbd6b1f,1.440681182,US,49,2,3,1,1,2,4,,4,2,1,7,7,,2,2,2,13,4,4,2,6,5,4,4,6,1 | 2,4 | 1 | 2 | 3 | 5,2,1,5,,8,3,2,4,2,4,4,5,2,3 | 7 | 8 | 10 | 12,12 | 8 | 3 | 7 | 10,2 | 5 | 4 | 3 | 6 | 1,5,2,1,1,2,3,5,4,,2,5,3,1,3,3,2,2,3,2,5,2
405b23d0-9e56-0134-5898-0a62e1402143,0.5688166714,US,49,2,3,2,1,2,3,1,1,2,1,7,7,,1,3,2,4,2,1,2,1,5,5,5,3,13 | 5 | 2 | 1 | 3,3 | 1 | 4 | 2 | 5,1,1,3,1,6,4,1,4,4,4,4,5,4,1 | 6 | 7 | 11 | 12,1 | 12 | 11 | 7 | 6,3 | 1 | 5 | 4 | 6 | 2,5,1,3,1,2,4,4,3,,2,4,4,3,3,3,1,1,1,3,4,1
336cbc70-9e57-0134-2fa5-0a62e1402143,0.5688166714,US,54,2,3,2,1,2,3,5,4,2,1,7,5,,4,4,2,7,1,3,3,4,5,4,2,2,1 | 2,4 | 1 | 2 | 5 | 3,1,2,5,,4,4,2,1,4,5,1,1,1,3 | 2 | 4 | 9 | 14,3 | 9 | 2 | 14 | 4,4 | 3 | 1 | 6 | 5 | 2,2,1,2,2,2,4,3,5,,1,3,5,1,2,1,1,2,4,3,3,1
ebe014f0-9e57-0134-3308-0a62e1402143,1.188923887,US,34,2,4,1,1,4,5,,4,2,2 | 1,8,4,,1,1,2,13,1,2,5,6,5,6,6,6,1,1 | 2 | 4 | 3 | 5,1,1,5,,8,1,1,5,6,4,4,5,3,4 | 6 | 7 | 12 | 14,4 | 6 | 7 | 12 | 14,2 | 3 | 5 | 1 | 6 | 4,3,1,1,2,2,2,2,5,,1,2,3,3,2,2,1,1,3,1,5,1
574c0e20-9e59-0134-7617-0aaafcbd6b1f,1.224826827,US,29,1,4,1,1,5,4,,5,1,1 | 4,3,6,3,1,3,2,13,5,3,2,2,5,6,3,2,1 | 9 | 13 | 4,2 | 5 | 4 | 3 | 1,2,3,1,3,4,4,4,2,3,4,2,1,1,4 | 6 | 7 | 11 | 14,11 | 7 | 4 | 6 | 14,6 | 3 | 4 | 5 | 2 | 1,3,2,2,2,3,1,3,3,3,4,3,4,1,1,4,3,3,1,2,2,2
dce368b0-9e5a-0134-3773-0a62e1402143,0.4694166456,US,27,2,3,2,1,4,4,,2,1,1,7,1,,1,2,2,6,3,1,1,4,2,2,2,1,1 | 4 | 13 | 3,1 | 4 | 5 | 2 | 3,1,1,5,,5,5,2,2,4,4,1,2,1,3 | 5 | 6 | 7,3 | 5 | 7 | 6,3 | 4 | 6 | 1 | 2 | 5,2,2,1,2,2,2,2,2,1,2,1,2,1,1,3,2,4,2,1,3,2
